identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
Teksty_Drugie_00011329;article;Świadectwo jako problem literacki;Delaperrière, Maria;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2006);;2006;;;;Po 1989;2000
Teksty_Drugie_00011347;article;Historia literatury w przebudowie;Kostkiewiczowa, Teresa;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2005);;2005;;;;Po 1989;2000
polona0000005600_0_21-48;;Życie fikcyjne i obrzędowe;Białobłocki Bronisław;mężczyzna;Szkice literackie;;;;1932;;;Dwudziestolecie międzywojenne;1930
Teksty_Drugie_00011418;article;Poetyka i polityka;Ubertowska, Aleksandra;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2006);;2006;;;;Po 1989;2000
Teksty_Drugie_00011438;article;Kariera narracji. O zwrocie narratywistycznym w humanistyce;Burzyńska, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2004);;2004;;;;Po 1989;2000
Teksty_Drugie_00011482;article;Reprezentacja i ekonomia;Markowski, Michał Paweł;mężczyzna;Teksty Drugie;Teksty Drugie Nr 4 (2004);;2004;;;;Po 1989;2000
Teksty_Drugie_00011565;article;Wymiar etyczny i metafizyczny świadectwa w poezji Zbigniewa Herberta i Czesława Miłosza;Carpenter, Bogdana;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2004);;2004;;;;Po 1989;2000
Teksty_Drugie_00011637;article;""" Punkt widzenia"" jako kategoria antropologiczna i narracyjna w prozie niefikcjonalnej";Czermińska, Małgorzata;kobieta;Teksty Drugie;Teksty Drugie Nr 2-3 (2003);;2003;;;;Po 1989;2000
Teksty_Drugie_00011664;article;Adonis, Hiob, Mahomet i Święty Mikołaj - interferencje kulturowe w poezji Hajdara Mahmuda;Kubarek, Magdalena;kobieta;Teksty Drugie;Teksty Drugie Nr 2-3 (2003);;2003;;;;Po 1989;2000
Teksty_Drugie_00011715;article;Krytyk przy wrzecionie konieczności;Misiak, Iwona;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2003);;2003;;;;Po 1989;2000
Teksty_Drugie_00011727;article;"""Przed prawem"". Interpretacja, literatura, etyka";Markowski, Michał Paweł;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (2002);;2002;;;;Po 1989;2000
Teksty_Drugie_00011738;article;Pije meta do story, piją obie do postu;Uniłowski, Krzysztof;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (2002);;2002;;;;Po 1989;2000
Teksty_Drugie_00011783;article;"""...dziecinne i wzniosłe, głupie i rozumne"". Z przemian tematu dziecka w literaturze Młodej Polski";Czabanowska-Wróbel, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2002);;2002;;;;Po 1989;2000
Teksty_Drugie_00011845;article;Filozoficzny dziennik intymny: de Brian, Amiel, Elzenberg;Zawadzki, Andrzej;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (1999);;1999;;;;Po 1989;1990
Teksty_Drugie_00011867;article;Estetyka Witkacego. Kilka uwag;Błoński, Jan;mężczyzna;Teksty Drugie;Teksty Drugie Nr 3 (1999);;1999;;;;Po 1989;1990
Teksty_Drugie_00011870;article;Białoszewski i jego egzegeta;Świrek, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (1999);;1999;;;;Po 1989;1990
Teksty_Drugie_00011979;article;Pomysły na nudę;Bukowska-Schielmann, Miłosława;b.d.;Teksty Drugie;Teksty Drugie Nr 1 (2001);;2001;;;;Po 1989;2000
Teksty_Drugie_00011987;article;Czy surrealistyczna muza byta brunetką?;Taborska, Agnieszka;kobieta;Teksty Drugie;Teksty Drugie Nr 1 (2001);;2001;;;;Po 1989;2000
polona0000006500_0_21-157;;Dramat;Zdanowicz Aleksander;mężczyzna;Rys dziejów literatury polskiej. T. 4;;;;1877;;;Pozytywizm;1870
polona0000006500_2_17-35;;Wstęp;Zdanowicz Aleksander;mężczyzna;Rys dziejów literatury polskiej. T. 1;;;;1874;;;Pozytywizm;1870
Teksty_Drugie_00012021;article;Jak możliwa jest poetyka (eseju)?;Chmielewska, Katarzyna;kobieta;Teksty Drugie;Teksty Drugie Nr 3-4 (2001);;2001;;;;Po 1989;2000
Teksty_Drugie_00012034;article;Czestaw Miłosz w Sztokholmie 24-30 września 2000;Neuger, Leonard;mężczyzna;Teksty Drugie;Teksty Drugie Nr 3-4 (2001);;2001;;;;Po 1989;2000
polona0000006500_3_13-91;;Epicy i lirycy;Zdanowicz, Aleksander;mężczyzna;Rys dziejów literatury polskiej. T. 3;;;;1876;;;Pozytywizm;1870
Teksty_Drugie_00012124;article;Schulz i Witkacy - głos drugi;Skwara, Marta;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (1999);;1999;;;;Po 1989;1990
Teksty_Drugie_00012168;article;Cnota i Rozkosz;Tomasik, Wojciech;mężczyzna;Teksty Drugie;Teksty Drugie Nr 5-6 (1990);;1990;;;;Po 1989;1990
Teksty_Drugie_00012184;article;"Cały ten okropny świat (Sztuka pamięci głębokiej a zapiski w ""Innym świecie"" Herlinga-Grudzińskiego)";Burek, Tomasz;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (1991);;1991;;;;Po 1989;1990
Teksty_Drugie_00012254;article;Trzeba spokojnie;Borkowska, Grażyna;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (1991);;1991;;;;Po 1989;1990
Teksty_Drugie_00012270;article;Mgławice i współnoty (wstęp);Makowski, Adam;mężczyzna;Teksty Drugie;Teksty Drugie Nr 4 (1998);;1998;;;;Po 1989;1990
Teksty_Drugie_00012343;article;W ciemni;Czermińska, Małgorzata;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (1992);;1992;;;;Po 1989;1990
polona0000006600_14_13-44;;Juliusz Słowacki : jego życie i dzieła w stosunku do współczesnej epoki. T. 3;Małecki Antoni;mężczyzna;Juliusz Słowacki : jego życie i dzieła w stosunku do współczesnej epoki. T. 3;;;;1901;;;Młoda Polska;1900
Teksty_Drugie_00012452;article;Dwugłos o Korczaku;Nasiłowska, Anna | Matywiecki, Piotr;kobieta | mężczyzna;Teksty Drugie;Teksty Drugie Nr 5 (1992);;1992;;;;Po 1989;1990
Teksty_Drugie_00012508;article;""" Poza cenzurą"" na cenzurowanym";Dorosz, Beata;kobieta;Teksty Drugie;Teksty Drugie Nr 1 (1996);;1996;;;;Po 1989;1990
Teksty_Drugie_00012521;article;Odległe źródła refleksji o wzniosłości: co się stało między Boileau a Burke`em;Kostkiewiczowa, Teresa;kobieta;Teksty Drugie;Teksty Drugie Nr 2-3 (1996);;1996;;;;Po 1989;1990
Teksty_Drugie_00012658;article;Siostry - szkic o prozie (młodej) kobiet;Iwasiów, Inga;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (1996);;1996;;;;Po 1989;1990
polona0000006600_16_11-64;;Juliusz Słowacki : jego życie i dzieła w stosunku do współczesnej epoki. T. 2;Małecki, Antoni;mężczyzna;Juliusz Słowacki : jego życie i dzieła w stosunku do współczesnej epoki. T. 2;;;;1901;;;Młoda Polska;1900
Teksty_Drugie_00012778;article;Badania nad wierszem;Pszczołowska, Lucylla;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (1995);;1995;;;;Po 1989;1990
Teksty_Drugie_00012814;article;Jak (nie) pisać o dekonstrukcji?;Markowski, Michał Paweł;mężczyzna;Teksty Drugie;Teksty Drugie Nr 2 (1994);;1994;;;;Po 1989;1990
Teksty_Drugie_00012852;article;"Gatunki skrócone ""oda-woda"" i ""Sonet zawichostski""";Michałowski, Piotr;mężczyzna;Teksty Drugie;Teksty Drugie Nr 4 (1994);;1994;;;;Po 1989;1990
Teksty_Drugie_00012875;article;Były, dawny, tak zwany;Stefanowska, Zofia;kobieta;Teksty Drugie;Teksty Drugie Nr 5-6 (1994);;1994;;;;Po 1989;1990
Teksty_Drugie_00012911;article;Inspiratorzy. Spiskowa kategoryzacja świata w okresie marcowym;Głowiński, Michał;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (2000);;2000;;;;Po 1989;2000
Teksty_Drugie_00012958;article;"Semantyczna strategia poetyckiego zamilczenia (Przypadek ""Jak..."" Cypriana Norwida)";Okopień-Sławińska, Aleksandra;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2000);;2000;;;;Po 1989;2000
Teksty_Drugie_00012989;article;Polonistyczne spotkania na szczycie;Chachulska, Bernadetta;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2000);;2000;;;;Po 1989;2000
Teksty_Drugie_00013045;article;Na placu. Widma przestrzeni;Lipszyc, Adam;mężczyzna;Teksty Drugie;Teksty Drugie Nr 2 (2016);;2016;;;;Po 1989;2010
Teksty_Drugie_00013060;article;Kres człowieka;Mitosek, Zofia;kobieta;Teksty Drugie;Teksty Drugie Nr 2 (2016);;2016;;;;Po 1989;2010
Teksty_Drugie_00013087;article;Natura u kresu (ekocyd). Podmiotowość po katastrofie;Ubertowska, Aleksandra;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2013);;2013;;;;Po 1989;2010
Teksty_Drugie_00013144;article;Sąd nad psychoanalizą. Kilka uwag o książce Krzysztofa Wolańskiego;Turczyn, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2013);;2013;;;;Po 1989;2010
Teksty_Drugie_00013265;article;Humanistyka przyszłości;Nycz, Ryszard;mężczyzna;Teksty Drugie;Teksty Drugie Nr 5 (2014);;2014;;;;Po 1989;2010
Teksty_Drugie_00013268;article;Myślenie z wnętrza pustki: od nieobecności do utraty;Bojarska, Katarzyna;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2014);;2014;;;;Po 1989;2010
Teksty_Drugie_00013473;article;W meandrach geopoetyki;Konończuk, Elżbieta;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2015);;2015;;;;Po 1989;2010
Teksty_Drugie_00013482;article;Imię jako pępek snu, czyli jak odzyskać rzeczy, których nigdy nie mieliśmy;Lipszyc, Adam;mężczyzna;Teksty Drugie;Teksty Drugie Nr 5 (2016);;2016;;;;Po 1989;2010
Teksty_Drugie_00013528;article;Klisze i prześwietlenia. Braki i naddatki polskiej pamięci;Tabaszewska, Justyna;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2016);;2016;;;;Po 1989;2010
Teksty_Drugie_00013558;article;Autorefleksyjność współczesnych nauk humanistycznych i co powinno z tego wynikać;Łebkowska, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 1 (2017);;2017;;;;Po 1989;2010
Teksty_Drugie_00013579;article;"Krajobraz po Zagładzie. Pastoralne dystopie i wizje ""terracydu""";Ubertowska, Aleksandra;kobieta;Teksty Drugie;Teksty Drugie Nr 2 (2017);;2017;;;;Po 1989;2010
Teksty_Drugie_00013594;article;Powtórzenia i przynależności. Poezja Eugeniusza Tkaczyszyna-Dyckiego wobec pamięci;Tabaszewska, Justyna;kobieta;Teksty Drugie;Teksty Drugie Nr 2 (2017);;2017;;;;Po 1989;2010
Teksty_Drugie_00013658;article;Strącona bogini – Inna od siebie;Matuszek, Gabriela;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2017);;2017;;;;Po 1989;2010
Teksty_Drugie_00013671;article;„Poleszuk” nieoswojony. Wokół funkcji chłopskości w konstruowaniu polskości;Engelking, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2017);;2017;;;;Po 1989;2010
Teksty_Drugie_00013684;article;Odkrywanie zmysłu udziału;Nycz, Ryszard;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1 (2018);;2018;;;;Po 1989;2010
Teksty_Drugie_00013712;article;Rośliny w pędzie. Darwina myślenie o granicy roślina – zwierzę;Schollenberger, Justyna;kobieta;Teksty Drugie;Teksty Drugie Nr 2 (2018);;2018;;;;Po 1989;2010
Teksty_Drugie_00013714;article;Urbonatura – hybrydyczna przestrzeń miasta. Na przykładzie twórczości Mirona Białoszewskiego;Korczyńska-Partyka, Dobrosława;b.d.;Teksty Drugie;Teksty Drugie Nr 2 (2018);;2018;;;;Po 1989;2010
Teksty_Drugie_00013736;article;Bystander, czyli kto? Potoczne wyobrażenia Polaków na temat stosunku do Żydów w czasie okupacji hitlerowskiej;Bilewicz, Michał | Babińska, Maria;mężczyzna | kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2018);;2018;;;;Po 1989;2010
Wielogłos_00013771;article;Komunikowanie niekomunikowalnego. Tomasza Kunza Strategie negatywne w poezji Tadeusza Różewicza;Dorota Wojda;kobieta;Wielogłos;Numer 1 (1);;2007;;;7;Po 1989;2000
Wielogłos_00013780;article;„Majsterkowanie” Mozartem. Dziadów część III a Don Giovanni;Iwona Puchalska;kobieta;Wielogłos;Numer 1 (1);;2007;;;11;Po 1989;2000
Wielogłos_00013804;article;Czy fraza „Polish literature” oznacza „literaturę polską”? (Problem teorii recepcji i nie tylko...);Benjamin Paloff;mężczyzna;Wielogłos;Numer 2 (4);;2008;;;11;Po 1989;2000
Wielogłos_00013855;article;Dynamika życia i statyka urządzeń społecznych (Leny Magnone „Konopnicka. Lustra i symptomy”);Paulina Małochleb;kobieta;Wielogłos;Zeszyt 2 (10);;2011;;;6;Po 1989;2010
Wielogłos_00013868;article;Dwa homoerotyczne scenariusze fantazmatyczne Witkacego;Joanna Sobczyk;kobieta;Wielogłos;Numer 1 (11);;2012;;;18;Po 1989;2010
Wielogłos_00013889;article;„Więcej życia”. Agaty Bielik-Robson projekt mesjańskiego witalizmu (O książce Agaty Bielik-Robson „Erros. Mesjański witalizm i filozofia”);Katarzyna Trzeciak | Michał Sowiński;kobieta | mężczyzna;Wielogłos;Numer 4 (14);;2012;;;5;Po 1989;2010
Wielogłos_00013899;article;Wizualna przestrzeń postpamięci. Poetyka sekundarnego świadectwa w nożyku profesora Tadeusza Różewicza;Hanna Marciniak;kobieta;Wielogłos;Numer 1 (15);;2013;;;14;Po 1989;2010
Wielogłos_00013917;article;Podmiotowość wobec doświadczenia granicznego w świadectwach ocalałych muzułmanów;Karolina Koprowska;kobieta;Wielogłos;Numer 3 (17);;2013;;;1;Po 1989;2010
Wielogłos_00013972;article;Inna historia berdyczowskich bałagułów;Iwona Węgrzyn;kobieta;Wielogłos;Numer 2 (20);;2014;;;35;Po 1989;2010
Wielogłos_00014087;article;Polityczność wiersza? Kilka słów o wersyfikacji jako formie komunikacji w poezji zaangażowanej lewicowo;Arkadiusz Sylwester Mastalski;mężczyzna;Wielogłos;Numer 2 (36) 2018;;2018;;;85;Po 1989;2010
Wielogłos_00014134;article;Preteksty;Dorota Kozicka;kobieta;Wielogłos;Numer 1 (43) 2020: Trzydziestoletnia 1989-2019;;2020;;;3;Po 1989;2020
Wielogłos_00014182;article;Z genealogii polskiej queerowości. O książce Dezorientacje. Antologia polskiej literatury queer;Katarzyna Trzeciak;kobieta;Wielogłos;Numer 4 (50) 2021;;2021;;;10;Po 1989;2020
Wielogłos_00014200;article;Poetyki negatywów. Tadeusz Różewicz wobec fotografii;Grzegorz Olszański;mężczyzna;Wielogłos;Numer 2 (52) 2022;;2022;;;19;Po 1989;2020
Wortfolge._Szyk_Słów_00014228;article;O chwalebnej matce, Janie bez brody i ślepej królewnie, czyli Bettiny von Arnim światy wyimaginowane;Nowara-Matusik, Nina;kobieta;Wortfolge. Szyk Słów;Nr 2 (2018);;2018;;;71-83;Po 1989;2010
Wiek_XIX_00014309;article;„Pantofel. Historia mojego kuzyna Ludwika Sztyrmera”. Wariacje na temat małej biografii i wielkiej biblioteki;Węgrzyn, Iwona;kobieta;Wiek XIX;Rok II (XLIV) 2009;;2009;;;;Po 1989;2000
Wiek_XIX_00014316;article;Wpływ bez lęku. Jarosław Marek Rymkiewicz czyta Juliusza Słowackiego;Czajkowska, Agnieszka;kobieta;Wiek XIX;Rok II (XLIV) 2009;;2009;;;;Po 1989;2000
Wiek_XIX_00014353;article;Beata K. Obsulewicz-Niewińska, „«Nieobałamucona» wrażliwość. Pisarze pozytywizmu o filantropii i miłosierdziu”, Lublin 2008;Janiak-Staszek, Agnieszka;kobieta;Wiek XIX;Rok III (XLV) 2010;;2010;;;;Po 1989;2010
Wiek_XIX_00014373;article;„Dym” Marii Konopnickiej jako dziewiętnastowieczny trop „vanitas”;Obsulewicz, Beata K.;kobieta;Wiek XIX;;;2011;;;;Po 1989;2010
Wiek_XIX_00014382;article;Aneta Mazur, „Pod znakiem Saturna. Topika melancholii w późnej twórczości Elizy Orzeszkowej”, Opole 2010;Lekan-Mrzewska, Joanna;kobieta;Wiek XIX;;;2011;;;;Po 1989;2010
Wiek_XIX_00014405;article;Romantyczne dziedzictwo Zygmunta Szczęsnego Felińskiego;Cybulski, Marcin;mężczyzna;Wiek XIX;Rok V (XLVII) 2012;;2012;;;;Po 1989;2010
Wiek_XIX_00014427;article;Agnieszka Kuniczuk-Trzcinowicz, „Między melodramatem a egzotyką: w kręgu lektury Sienkiewicza”, Poznań–Opole 2010;Adamek- Świechowska, Adrianna;kobieta;Wiek XIX;Rok V (XLVII) 2012;;2012;;;;Po 1989;2010
Wiek_XIX_00014490;article;Barwne ok(n)o w listach Stanisława Wyspiańskiego do Lucjana Rydla z 1890 roku;Wojkiewicz, Rozalia;kobieta;Wiek XIX;Rok IX (LI) 2016;;2016;;;;Po 1989;2010
Wiek_XIX_00014512;article;Kobiece ciało Kościuszki. Rec.: Ewa Toniak, Śmierć bohatera. Motyw śmierci heroicznej w polskiej sztuce i literaturze od powstania kościuszkowskiego do manifestacji 1861, Gdańsk 2015;Taperek, Marta;kobieta;Wiek XIX;Rok IX (LI) 2016;;2016;;;;Po 1989;2010
Wiek_XIX_00014532;article;Przekład, parafraza czy plagiat? „Nie-Boska komedia” Zygmunta Krasińskiego po angielsku;Budrewicz, Aleksandra;kobieta;Wiek XIX;Rok VII (XLIX) 2014;;2014;;;;Po 1989;2010
Wiek_XIX_00014533;article;Wergiliusz Maurycego Mochnackiego. Dziedzictwo antyczne w polemikach przedpowstaniowych;Dąbrowicz, Elżbieta;kobieta;Wiek XIX;Rok VII (XLIX) 2014;;2014;;;;Po 1989;2010
Wiek_XIX_00014574;article;Pismo katastrofy w XIX wieku. Wstęp do rozważań;Bieńczyk, Marek;mężczyzna;Wiek XIX;Rok VIII (L) 2015;;2015;;;;Po 1989;2010
Wiek_XIX_00014584;article;Cela jako własny pokój. Relacje więźniarek politycznych z XIX i początku XX wieku;Rudaś-Grodzka, Monika;kobieta;Wiek XIX;Rok VIII (L) 2015;;2015;;;;Po 1989;2010
Wiek_XIX_00014661;article;Lud w lekcji Antoniny Domańskiej (w powieściach historycznych o czasach Piastów i Jagiellonów);Ihnatowicz, Ewa;kobieta;Wiek XIX;Rok XI (LIII) 2018;;2018;;;;Po 1989;2010
Wiek_XIX_00014672;article;"Psychoekonomia nowoczesnego pragnienia. Rec.: Wacław Forajter, ""Pragnąć. Szkice o literaturze nowoczesnej"", Katowice 2017";Dżabagina, Anna;kobieta;Wiek XIX;Rok XI (LIII) 2018;;2018;;;;Po 1989;2010
Wiek_XIX_00014674;article;Dumny ze swojego pokolenia. Wspomnienie o Jerzym Romanie Krzyżanowskim (1922–2017);Rogozińska, Monika;kobieta;Wiek XIX;Rok XI (LIII) 2018;;2018;;;;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014680;article;Narcyzm i historia. Narcyzm zbiorowy i narcyzm indywidualny w historiach alternatywnych i powieściach historycznych ostatnich lat;Tomczok, Paweł;mężczyzna;Zagadnienia Rodzajów Literackich;Tom 61 Nr 3 (2018);;2018;;;89-104;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014693;article;Weird fiction;Marcela, Mikołaj;mężczyzna;Zagadnienia Rodzajów Literackich;Tom 61 Nr 4 (2018);;2018;;;141-147;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014710;article;Transfikcjonalność w literaturze;Olkusz, Ksenia;kobieta;Zagadnienia Rodzajów Literackich;Tom 61 Nr 1 (2018);;2018;;;159-165;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014736;article;Widzenie awangardy, red. Agata Stankowska, Marcin Telicki i Agata Lewandowska, „Literatura i Sztuka”, tom 5, Wydawnictwo Poznańskiego Towarzystwa Przyjaciół Nauk, Poznań 2018;Karpowicz, Agnieszka;kobieta;Zagadnienia Rodzajów Literackich;Tom 62 Nr 2 (2019);;2019;;;183-186;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014751;article;„Powieść, która nie chce być tylko powieścią”. Długie trwanie powieści w teorii i praktyce Jana Tomkowskiego;Szkaradnik, Katarzyna;kobieta;Zagadnienia Rodzajów Literackich;Tom 62 Nr 4 (2019);;2019;;;57-70;Po 1989;2010
Zagadnienia_Rodzajów_Literackich_00014803;article;Matrioszka i idealna rozdzielczość języka. O trudnej sztuce pisania abstraktów;Zatora, Anna | Płuciennik, Jarosław;kobieta | mężczyzna;Zagadnienia Rodzajów Literackich;Tom 64 Nr 1 (2021);;2021;;;175 - 183;Po 1989;2020
Zagadnienia_Rodzajów_Literackich_00014805;article;Czy klasyczna biografia pisarza może ładnie się zestarzeć? Marietta Czudakowa o Michaile Bułhakowie;Korcz, Karolina;kobieta;Zagadnienia Rodzajów Literackich;Tom 64 Nr 2 (2021);;2021;;;45-63;Po 1989;2020
Zagadnienia_Rodzajów_Literackich_00014808;article;Między upamiętnieniem a rewizjonizmem. O dwóch portretach Jana Rodowicza „Anody”;Żarnecka, Paulina;kobieta;Zagadnienia Rodzajów Literackich;Tom 64 Nr 2 (2021);;2021;;;99-111;Po 1989;2020
Zagadnienia_Rodzajów_Literackich_00014835;article;Mit bitwy pod Grunwaldem i mit rycerski w powieści Szczepana Twardocha Wieczny Grunwald. Powieść zza końca czasów;Szumańska, Justyna;kobieta;Zagadnienia Rodzajów Literackich;Tom 64 Nr 4 (2021);;2021;;;159-167;Po 1989;2020
Zoophilologica._Polish_Journal_of_Animal_Studies_00014858;article;Mieszkańcy „opacznego miniaturowego uniwersum”. Zwierzęta w twórczości W.G. Sebalda;Kończal, Katarzyna;kobieta;Zoophilologica. Polish Journal of Animal Studies;Nr 1 (2015): Zoophilologica – T.1 (2015) – Zwierzęce;;2015;;;227-250;Po 1989;2010
Zoophilologica._Polish_Journal_of_Animal_Studies_00014936;article;„Zdychanie” czy „umieranie”? – estetyczny i etyczny wymiar śmierci we współczesnej twórczości dramaturgicznej;Błaszczak, Monika;kobieta;Zoophilologica. Polish Journal of Animal Studies;Nr 5 (2019): Zoophilologica - T.5 (2019) - Tanatos;;2019;;;237-252;Po 1989;2010
Śląskie_Studia_Polonistyczne_00015117;article;W obronie „utraconego” logosu;Uniłowski, Krzysztof;mężczyzna;Śląskie Studia Polonistyczne;Tom 5 Nr 1-2 (2014): Ekonomie literatury - Historie literatury. Prezentacje: Justyna Bargielska;;2014;;;247-253;Po 1989;2010
Śląskie_Studia_Polonistyczne_00015126;article;Subwersja dziewictwa w filozofii Luce Irigaray;Araszkiewicz, Agata;kobieta;Śląskie Studia Polonistyczne;Tom 13 Nr 1 (2019): Filozofia Luce Irigaray. Prezentacje: Anna Kańtoch;;2019;;;35-48;Po 1989;2010
